contract_id,asset_type,asset_value,interest_rate,monthly_payment,remaining_term_months,probability_of_default
ENP-2026-00392,Solar,25253.94,0.0605,163.03,240,0.0104
ENP-2026-00393,Solar,25330.98,0.0628,163.07,240,0.0347
ENP-2026-00394,Heat Pump,33030.62,0.0574,258.76,240,0.0279
ENP-2026-00395,Solar,27261.05,0.0582,203.11,240,0.0189
ENP-2026-00396,Heat Pump,30241.71,0.0694,236.56,240,0.0025
ENP-2026-00397,Heat Pump,35207.26,0.0538,254.65,240,0.0392
ENP-2026-00398,Solar,23263.44,0.0515,158.07,240,0.0588
ENP-2026-00399,Heat Pump,34692.05,0.0705,251.23,240,0.0409
ENP-2026-00400,Heat Pump,41634.21,0.0702,273.13,240,0.0116
ENP-2026-00401,Solar,22583.04,0.0601,163.3,240,0.0397
ENP-2026-00402,Heat Pump,32845.4,0.0606,316.03,240,0.0267
ENP-2026-00403,Solar,26652.29,0.0596,185.98,240,0.0211
ENP-2026-00404,Heat Pump,34767.55,0.0663,270.0,240,0.0274
ENP-2026-00405,Solar,27377.61,0.0547,167.16,240,0.0086
ENP-2026-00406,Heat Pump,36015.75,0.0668,257.82,240,0.0529
ENP-2026-00407,Solar,27766.27,0.0546,182.73,240,0.0302
ENP-2026-00408,Solar,26771.45,0.0559,186.72,240,0.0244
ENP-2026-00409,Heat Pump,38594.68,0.0639,286.0,240,0.0109
ENP-2026-00410,Solar,29972.04,0.0563,157.07,240,0.0366
ENP-2026-00411,Solar,24079.22,0.0579,184.1,240,0.0134
ENP-2026-00412,Heat Pump,37307.28,0.0618,264.53,240,0.0636
ENP-2026-00413,Heat Pump,34341.76,0.0659,252.25,240,0.004
ENP-2026-00414,Solar,24620.85,0.0652,166.7,240,0.046
ENP-2026-00415,Solar,27808.63,0.0592,194.24,240,0.0063
ENP-2026-00416,Solar,29857.87,0.0536,166.2,240,0.0066
ENP-2026-00417,Solar,27205.38,0.0589,172.05,240,0.0547
ENP-2026-00418,Solar,22006.02,0.0498,176.11,240,0.0532
ENP-2026-00419,Solar,27137.1,0.0576,190.27,240,0.0073
ENP-2026-00420,Heat Pump,35494.33,0.0671,218.31,240,0.0133
ENP-2026-00421,Heat Pump,36764.47,0.0622,260.65,240,0.0087
ENP-2026-00422,Heat Pump,29981.12,0.0593,221.54,240,0.0273
ENP-2026-00423,Solar,25092.42,0.0617,202.41,240,0.0243
ENP-2026-00424,Solar,24960.97,0.0612,169.37,240,0.0233
ENP-2026-00425,Solar,20417.41,0.0525,156.45,240,0.0302
ENP-2026-00426,Solar,22179.47,0.0655,165.0,240,0.0236
ENP-2026-00427,Solar,23347.27,0.056,205.17,240,0.0237
ENP-2026-00428,Heat Pump,34856.06,0.0574,256.8,240,0.0235
ENP-2026-00429,Solar,23838.52,0.058,177.82,240,0.0167
ENP-2026-00430,Solar,27503.06,0.0564,204.01,240,0.048
ENP-2026-00431,Solar,26589.52,0.068,198.56,240,0.0543
ENP-2026-00432,Heat Pump,41628.16,0.0587,253.85,240,0.03
ENP-2026-00433,Solar,23517.67,0.062,203.71,240,0.0427
ENP-2026-00434,Solar,27067.26,0.0567,172.54,240,0.0223
ENP-2026-00435,Solar,21192.48,0.0556,180.66,240,0.046
ENP-2026-00436,Solar,22476.22,0.0627,170.09,240,0.015
ENP-2026-00437,Solar,23573.62,0.0591,178.5,240,0.0223
ENP-2026-00438,Heat Pump,37629.62,0.061,258.72,240,0.038
ENP-2026-00439,Solar,24443.38,0.0571,176.58,240,0.0385
ENP-2026-00440,Solar,24854.87,0.0538,167.87,240,0.0415
ENP-2026-00441,Solar,23811.0,0.0592,178.54,240,0.0307
ENP-2026-00442,Heat Pump,33926.1,0.0664,252.22,240,0.0277
ENP-2026-00443,Solar,27590.01,0.0638,193.52,240,0.0128
ENP-2026-00444,Solar,21366.68,0.062,173.16,240,0.0319
ENP-2026-00445,Heat Pump,34015.04,0.0615,259.58,240,0.0493
ENP-2026-00446,Heat Pump,36701.77,0.0677,265.37,240,0.0205
ENP-2026-00447,Heat Pump,29151.23,0.0611,242.1,240,0.0453
ENP-2026-00448,Heat Pump,31783.29,0.0683,274.14,240,0.0067
ENP-2026-00449,Solar,25946.67,0.0651,178.1,240,0.0236
ENP-2026-00450,Solar,25436.8,0.0567,184.96,240,0.0082
ENP-2026-00451,Heat Pump,29884.38,0.0647,258.45,240,0.0767
ENP-2026-00452,Solar,20240.37,0.0543,186.18,240,0.0087
ENP-2026-00453,Solar,22276.65,0.0573,198.97,240,0.0135
ENP-2026-00454,Heat Pump,34228.35,0.0603,267.97,240,0.0167
ENP-2026-00455,Solar,25205.38,0.0592,180.64,240,0.0213
ENP-2026-00456,Solar,25137.26,0.0633,154.92,240,0.0105
ENP-2026-00457,Solar,24305.68,0.0633,189.08,240,0.0486
ENP-2026-00458,Solar,27065.99,0.0511,176.38,240,0.065
ENP-2026-00459,Solar,25448.84,0.0579,189.6,240,0.0769
ENP-2026-00460,Solar,25476.94,0.0609,196.4,240,0.0352
ENP-2026-00461,Solar,24635.92,0.062,204.45,240,0.0202
ENP-2026-00462,Solar,25116.13,0.0642,190.35,240,0.022
ENP-2026-00463,Solar,26074.36,0.0592,163.9,240,0.0182
ENP-2026-00464,Solar,25574.96,0.0588,160.99,240,0.0229
ENP-2026-00465,Heat Pump,33732.29,0.058,282.58,240,0.0233
ENP-2026-00466,Solar,24193.01,0.0655,172.67,240,0.0184
ENP-2026-00467,Solar,24741.41,0.0635,142.85,240,0.0157
ENP-2026-00468,Heat Pump,31082.99,0.0616,274.03,240,0.0219
ENP-2026-00469,Solar,26844.96,0.0508,181.49,240,0.054
ENP-2026-00470,Heat Pump,36243.51,0.0599,255.36,240,0.0248
ENP-2026-00471,Solar,23030.11,0.0548,174.6,240,0.007
ENP-2026-00472,Heat Pump,37422.17,0.0644,209.45,240,0.0235
ENP-2026-00473,Solar,29342.39,0.057,191.17,240,0.0145
ENP-2026-00474,Heat Pump,34370.28,0.0664,245.02,240,0.0453
ENP-2026-00475,Solar,26630.65,0.0601,159.2,240,0.0645
ENP-2026-00476,Heat Pump,34464.88,0.0615,260.65,240,0.0178
ENP-2026-00477,Solar,25817.22,0.0613,142.51,240,0.0375
ENP-2026-00478,Solar,23816.35,0.0569,203.36,240,0.0086
ENP-2026-00479,Heat Pump,33710.03,0.0636,284.22,240,0.0213
ENP-2026-00480,Solar,27089.33,0.0549,183.41,240,0.0054
ENP-2026-00481,Solar,24602.66,0.0641,206.08,240,0.0212
ENP-2026-00482,Solar,23795.43,0.0553,204.44,240,0.0186
ENP-2026-00483,Solar,24234.44,0.0512,152.33,240,0.0233
ENP-2026-00484,Solar,25629.98,0.0611,166.43,240,0.0501
ENP-2026-00485,Solar,26952.28,0.0616,171.41,240,0.0072
ENP-2026-00486,Heat Pump,31603.16,0.0596,261.2,240,0.0276
ENP-2026-00487,Solar,27692.21,0.0626,196.59,240,0.0344
ENP-2026-00488,Solar,21954.09,0.0482,207.78,240,0.0205
ENP-2026-00489,Heat Pump,34492.01,0.0573,277.29,240,0.0206
ENP-2026-00490,Heat Pump,39250.92,0.0698,245.27,240,0.014
ENP-2026-00491,Solar,25668.75,0.0606,170.0,240,0.0414
ENP-2026-00492,Solar,25537.41,0.0554,179.9,240,0.0106
ENP-2026-00493,Solar,24219.21,0.0641,170.22,240,0.0151
ENP-2026-00494,Solar,24183.44,0.0568,191.37,240,0.0272
ENP-2026-00495,Solar,28554.59,0.0522,207.85,240,0.027
ENP-2026-00496,Solar,26565.61,0.0626,161.69,240,0.0323
ENP-2026-00497,Solar,27208.96,0.0574,189.63,240,0.0194
ENP-2026-00498,Solar,23695.47,0.0623,138.49,240,0.0697
ENP-2026-00499,Heat Pump,35908.92,0.0626,263.85,240,0.0208
ENP-2026-00500,Heat Pump,29692.74,0.0657,262.58,240,0.0159
ENP-2026-00501,Solar,27594.6,0.0576,183.22,240,0.0225
ENP-2026-00502,Solar,23392.39,0.0644,178.45,240,0.01
ENP-2026-00503,Solar,24390.66,0.0611,139.06,240,0.03
ENP-2026-00504,Heat Pump,33426.93,0.0648,232.65,240,0.0222
ENP-2026-00505,Solar,27189.12,0.0642,208.05,240,0.0147
ENP-2026-00506,Solar,25976.73,0.0615,191.64,240,0.0653
ENP-2026-00507,Heat Pump,41405.96,0.0637,253.84,240,0.0213
ENP-2026-00508,Heat Pump,32809.97,0.0619,298.98,240,0.0313
ENP-2026-00509,Heat Pump,38531.63,0.0723,224.57,240,0.0094
ENP-2026-00510,Solar,22884.13,0.0591,180.53,240,0.0217
ENP-2026-00511,Solar,24505.84,0.0524,172.64,240,0.0131
ENP-2026-00512,Solar,24344.88,0.0572,167.0,240,0.0381
ENP-2026-00513,Heat Pump,36141.56,0.0678,262.85,240,0.0545
ENP-2026-00514,Heat Pump,35967.58,0.0655,273.51,240,0.0135
ENP-2026-00515,Solar,26015.22,0.0635,158.63,240,0.0101
ENP-2026-00516,Solar,29629.46,0.0576,172.27,240,0.0161
ENP-2026-00517,Solar,24453.7,0.0647,200.77,240,0.025
ENP-2026-00518,Heat Pump,31001.58,0.0679,288.45,240,0.0214
ENP-2026-00519,Heat Pump,38988.6,0.0626,242.77,240,0.0193
ENP-2026-00520,Solar,23225.17,0.0516,198.81,240,0.019
ENP-2026-00521,Solar,22780.78,0.0496,179.87,240,0.0436
ENP-2026-00522,Solar,22445.16,0.0509,158.69,240,0.0209
ENP-2026-00523,Heat Pump,36815.4,0.0639,232.39,240,0.0329
ENP-2026-00524,Heat Pump,38031.33,0.0617,246.18,240,0.0302
ENP-2026-00525,Heat Pump,34522.55,0.0621,247.22,240,0.0111
ENP-2026-00526,Solar,26423.24,0.0541,202.81,240,0.0136
ENP-2026-00527,Solar,25804.4,0.0592,180.52,240,0.0114
ENP-2026-00528,Solar,24834.2,0.0589,189.15,240,0.0212
ENP-2026-00529,Solar,18357.77,0.055,178.77,240,0.034
ENP-2026-00530,Heat Pump,30591.12,0.0583,235.83,240,0.0158
ENP-2026-00531,Heat Pump,34941.41,0.0621,249.12,240,0.0281
ENP-2026-00532,Heat Pump,33878.26,0.0688,226.54,240,0.0179
ENP-2026-00533,Heat Pump,42323.77,0.0674,298.35,240,0.0369
ENP-2026-00534,Solar,23999.92,0.0551,157.35,240,0.1068
ENP-2026-00535,Heat Pump,34271.81,0.0655,285.74,240,0.0203
ENP-2026-00536,Heat Pump,36126.12,0.0697,262.15,240,0.0086
ENP-2026-00537,Heat Pump,33559.49,0.0648,248.35,240,0.0574
ENP-2026-00538,Solar,25701.74,0.0518,183.55,240,0.0163
ENP-2026-00539,Solar,27595.83,0.0562,176.82,240,0.0479
ENP-2026-00540,Solar,25489.4,0.0695,167.94,240,0.0455
ENP-2026-00541,Heat Pump,38184.53,0.0637,269.94,240,0.0562
ENP-2026-00542,Solar,22530.23,0.0507,178.64,240,0.0549
ENP-2026-00543,Solar,23168.74,0.0548,188.59,240,0.0295
ENP-2026-00544,Solar,28305.37,0.0542,187.61,240,0.066
ENP-2026-00545,Solar,27739.74,0.0619,174.86,240,0.0435
ENP-2026-00546,Solar,20660.7,0.0616,176.5,240,0.0538
ENP-2026-00547,Solar,27269.54,0.0548,196.36,240,0.0087
ENP-2026-00548,Solar,29044.97,0.0616,179.51,240,0.028
ENP-2026-00549,Solar,26139.75,0.0546,194.91,240,0.0186
ENP-2026-00550,Heat Pump,34172.05,0.0699,245.61,240,0.0194
ENP-2026-00551,Solar,26110.8,0.0634,170.91,240,0.0141
ENP-2026-00552,Heat Pump,33520.63,0.0743,285.92,240,0.0198
ENP-2026-00553,Solar,23819.57,0.0574,152.16,240,0.0259
ENP-2026-00554,Solar,21843.42,0.0516,168.77,240,0.0221
ENP-2026-00555,Heat Pump,36432.77,0.0613,252.66,240,0.0204
ENP-2026-00556,Solar,24412.92,0.0564,199.88,240,0.0256
ENP-2026-00557,Solar,23522.52,0.0549,217.62,240,0.0622
ENP-2026-00558,Solar,28111.42,0.0629,182.7,240,0.0238
ENP-2026-00559,Heat Pump,36101.6,0.0649,290.19,240,0.0093
ENP-2026-00560,Solar,22088.17,0.0685,191.08,240,0.0616
ENP-2026-00561,Solar,23619.97,0.0526,189.69,240,0.0133
ENP-2026-00562,Solar,21481.3,0.0604,187.63,240,0.0435
ENP-2026-00563,Solar,21633.24,0.0605,158.14,240,0.0056
ENP-2026-00564,Solar,20839.62,0.0594,169.03,240,0.0037
ENP-2026-00565,Solar,25155.87,0.0569,200.66,240,0.0514
ENP-2026-00566,Solar,21089.49,0.0502,169.98,240,0.0379
ENP-2026-00567,Solar,22534.82,0.0647,185.36,240,0.0116
ENP-2026-00568,Solar,27285.55,0.0563,193.74,240,0.0322
ENP-2026-00569,Heat Pump,34704.17,0.0683,294.21,240,0.0136
ENP-2026-00570,Solar,27210.82,0.0625,181.55,240,0.0201
ENP-2026-00571,Solar,22993.4,0.049,160.22,240,0.0347
ENP-2026-00572,Heat Pump,35596.69,0.0668,267.07,240,0.0057
ENP-2026-00573,Solar,24614.79,0.0592,188.02,240,0.0113
ENP-2026-00574,Solar,25130.97,0.0542,163.96,240,0.0166
ENP-2026-00575,Heat Pump,36826.95,0.0629,260.15,240,0.0226
ENP-2026-00576,Heat Pump,30289.45,0.0711,265.5,240,0.0173
ENP-2026-00577,Solar,28456.66,0.063,226.01,240,0.0271
ENP-2026-00578,Heat Pump,31891.48,0.0643,317.89,240,0.0227
ENP-2026-00579,Solar,25934.18,0.0575,204.13,240,0.0195
ENP-2026-00580,Solar,21532.86,0.0474,189.37,240,0.0048
ENP-2026-00581,Solar,27223.26,0.061,184.97,240,0.024
ENP-2026-00582,Heat Pump,36347.32,0.0663,255.11,240,0.018
ENP-2026-00583,Solar,23479.43,0.0507,179.47,240,0.0407
ENP-2026-00584,Solar,23249.82,0.0624,199.97,240,0.0123
ENP-2026-00585,Solar,26407.93,0.0506,186.77,240,0.0595
ENP-2026-00586,Solar,25266.89,0.0564,179.97,240,0.0056
ENP-2026-00587,Solar,25246.04,0.0544,167.57,240,0.0154
ENP-2026-00588,Solar,27199.77,0.0575,180.59,240,0.0429
ENP-2026-00589,Solar,23048.93,0.0565,183.01,240,0.0154
ENP-2026-00590,Solar,27837.74,0.0515,182.87,240,0.0419
ENP-2026-00591,Solar,20349.16,0.0629,143.84,240,0.044
ENP-2026-00592,Solar,20947.43,0.0542,196.43,240,0.0167
ENP-2026-00593,Solar,24612.01,0.0523,191.12,240,0.0186
ENP-2026-00594,Solar,24275.66,0.0568,164.93,240,0.0314
ENP-2026-00595,Heat Pump,35241.09,0.0626,260.6,240,0.0153
ENP-2026-00596,Solar,20375.63,0.055,175.08,240,0.0172
ENP-2026-00597,Solar,25558.48,0.0521,169.88,240,0.0091
ENP-2026-00598,Solar,21140.38,0.0576,208.67,240,0.0414
ENP-2026-00599,Solar,24893.58,0.0634,182.67,240,0.0835
ENP-2026-00600,Solar,25828.55,0.0593,187.64,240,0.0417
ENP-2026-00601,Solar,23776.61,0.0581,171.86,240,0.0072
ENP-2026-00602,Solar,27289.33,0.0575,161.16,240,0.0126
ENP-2026-00603,Solar,25522.37,0.0533,166.12,240,0.0287
ENP-2026-00604,Solar,28398.29,0.0545,185.14,240,0.0093
ENP-2026-00605,Solar,25087.82,0.0506,189.22,240,0.0212
ENP-2026-00606,Solar,21189.17,0.0577,185.31,240,0.0087
ENP-2026-00607,Solar,27131.93,0.0531,198.01,240,0.0403
ENP-2026-00608,Solar,26043.35,0.0549,175.66,240,0.0218
ENP-2026-00609,Solar,19584.87,0.0599,180.62,240,0.0221
ENP-2026-00610,Solar,27317.09,0.0558,211.98,240,0.0474
ENP-2026-00611,Solar,24430.98,0.0645,173.46,240,0.0144
ENP-2026-00612,Heat Pump,38428.49,0.0655,260.84,240,0.015
ENP-2026-00613,Solar,22097.79,0.0631,172.93,240,0.0357
ENP-2026-00614,Solar,20618.79,0.0543,156.33,240,0.0682
ENP-2026-00615,Heat Pump,35541.49,0.0671,249.62,240,0.0443
ENP-2026-00616,Heat Pump,30771.35,0.0653,274.0,240,0.0559
ENP-2026-00617,Solar,26057.27,0.0649,197.44,240,0.0222
ENP-2026-00618,Solar,23200.64,0.0551,159.76,240,0.0268
ENP-2026-00619,Heat Pump,32860.07,0.0548,252.3,240,0.0055
ENP-2026-00620,Solar,28358.05,0.0463,192.99,240,0.0371
ENP-2026-00621,Solar,24074.17,0.0525,198.01,240,0.0263
ENP-2026-00622,Solar,21893.12,0.0574,203.15,240,0.0072
ENP-2026-00623,Solar,25323.58,0.0537,187.51,240,0.0445
ENP-2026-00624,Solar,24516.64,0.0597,210.55,240,0.0379
ENP-2026-00625,Solar,25879.69,0.0587,189.98,240,0.0191
ENP-2026-00626,Solar,24546.63,0.0494,183.22,240,0.0142
ENP-2026-00627,Solar,26041.02,0.0506,185.25,240,0.0185
ENP-2026-00628,Solar,27835.12,0.0498,166.22,240,0.0168
ENP-2026-00629,Solar,25927.45,0.0522,177.9,240,0.0583
ENP-2026-00630,Solar,25886.81,0.0557,187.54,240,0.0158
ENP-2026-00631,Solar,25339.39,0.0604,168.61,240,0.0135
ENP-2026-00632,Heat Pump,37556.87,0.0645,275.72,240,0.0524
ENP-2026-00633,Solar,22914.14,0.0598,174.26,240,0.0265
ENP-2026-00634,Solar,23201.27,0.0522,163.37,240,0.022
ENP-2026-00635,Solar,27146.68,0.0621,175.33,240,0.0125
ENP-2026-00636,Solar,22773.49,0.0615,165.75,240,0.0219
ENP-2026-00637,Solar,24169.82,0.0615,183.53,240,0.0266
ENP-2026-00638,Solar,28412.76,0.0576,181.2,240,0.0781
ENP-2026-00639,Solar,21135.26,0.0564,150.19,240,0.0157
ENP-2026-00640,Solar,25007.98,0.0606,208.83,240,0.0336
ENP-2026-00641,Solar,25906.08,0.0634,183.91,240,0.035
ENP-2026-00642,Solar,27655.92,0.0538,180.26,240,0.0212
ENP-2026-00643,Solar,22380.54,0.0604,202.22,240,0.0355
ENP-2026-00644,Solar,25620.17,0.0645,163.69,240,0.0066
ENP-2026-00645,Solar,27441.43,0.0558,174.44,240,0.0277
ENP-2026-00646,Heat Pump,39265.24,0.0688,268.92,240,0.011
ENP-2026-00647,Solar,26933.83,0.0544,184.64,240,0.0382
ENP-2026-00648,Solar,20548.53,0.063,174.11,240,0.009
ENP-2026-00649,Heat Pump,39686.8,0.0768,265.01,240,0.0146
ENP-2026-00650,Solar,24147.35,0.0626,160.54,240,0.0682
ENP-2026-00651,Solar,26632.16,0.0639,160.92,240,0.0373
ENP-2026-00652,Solar,27775.26,0.0636,171.73,240,0.0055
ENP-2026-00653,Solar,23229.35,0.0541,149.68,240,0.0214
ENP-2026-00654,Solar,24735.66,0.0569,184.02,240,0.0364
ENP-2026-00655,Solar,26312.23,0.0618,177.91,240,0.0424
ENP-2026-00656,Solar,25255.14,0.0557,160.44,240,0.0344
ENP-2026-00657,Solar,24310.73,0.0548,168.32,240,0.0349
ENP-2026-00658,Solar,25869.24,0.0538,169.79,240,0.0297
ENP-2026-00659,Solar,28270.01,0.0602,167.42,240,0.0065
ENP-2026-00660,Solar,21244.75,0.0638,176.32,240,0.0299
ENP-2026-00661,Solar,26899.4,0.0594,162.05,240,0.0079
ENP-2026-00662,Heat Pump,34240.58,0.0715,278.23,240,0.0188
ENP-2026-00663,Solar,25943.74,0.0618,169.12,240,0.0467
ENP-2026-00664,Solar,22041.38,0.0534,179.61,240,0.0083
ENP-2026-00665,Solar,26134.44,0.0585,174.54,240,0.0292
ENP-2026-00666,Solar,23833.78,0.0627,191.94,240,0.0227
ENP-2026-00667,Solar,26339.77,0.0565,173.55,240,0.02
ENP-2026-00668,Solar,27356.79,0.0583,192.99,240,0.0621
ENP-2026-00669,Solar,24277.83,0.0484,156.13,240,0.0282
ENP-2026-00670,Solar,23615.71,0.0645,170.69,240,0.0404
ENP-2026-00671,Solar,24669.15,0.0615,168.61,240,0.0429
ENP-2026-00672,Heat Pump,32675.55,0.0699,221.72,240,0.0059
ENP-2026-00673,Solar,26207.83,0.0611,198.34,240,0.0254
ENP-2026-00674,Solar,26545.5,0.0569,187.07,240,0.0452
ENP-2026-00675,Solar,23784.96,0.0603,163.12,240,0.0282
ENP-2026-00676,Heat Pump,34460.27,0.0639,273.21,240,0.0259
ENP-2026-00677,Solar,23706.33,0.0661,162.04,240,0.0057
ENP-2026-00678,Solar,22195.96,0.057,173.83,240,0.0253
ENP-2026-00679,Heat Pump,34075.56,0.0649,238.83,240,0.0466
ENP-2026-00680,Heat Pump,33745.04,0.0639,262.74,240,0.0111
ENP-2026-00681,Heat Pump,31860.14,0.0662,267.77,240,0.0118
ENP-2026-00682,Solar,21765.02,0.06,182.46,240,0.0236
ENP-2026-00683,Solar,24728.25,0.0625,182.19,240,0.0369
ENP-2026-00684,Solar,24615.22,0.0604,173.35,240,0.0177
ENP-2026-00685,Heat Pump,37237.57,0.0599,255.58,240,0.0095
ENP-2026-00686,Solar,26548.36,0.0557,173.63,240,0.0318
ENP-2026-00687,Solar,26104.25,0.0516,162.49,240,0.0265
ENP-2026-00688,Solar,21022.06,0.0582,188.45,240,0.0167
ENP-2026-00689,Heat Pump,38999.63,0.0697,260.02,240,0.0044
ENP-2026-00690,Solar,24579.58,0.0554,168.45,240,0.0122
ENP-2026-00691,Solar,24466.91,0.0562,173.56,240,0.0334
ENP-2026-00692,Solar,21933.0,0.055,198.76,240,0.0313
ENP-2026-00693,Solar,22009.6,0.056,192.84,240,0.0178
ENP-2026-00694,Solar,24858.56,0.0562,178.66,240,0.0164
ENP-2026-00695,Solar,24300.06,0.0611,156.31,240,0.0194
ENP-2026-00696,Solar,24807.82,0.0681,174.99,240,0.0116
ENP-2026-00697,Solar,24217.4,0.0726,161.9,240,0.0288
ENP-2026-00698,Solar,26724.22,0.052,190.27,240,0.0017
ENP-2026-00699,Solar,23406.77,0.0675,181.64,240,0.0172
ENP-2026-00700,Solar,25897.95,0.0531,185.81,240,0.0708
ENP-2026-00701,Solar,28337.62,0.0601,178.54,240,0.0356
ENP-2026-00702,Solar,26947.53,0.0623,177.76,240,0.0099
ENP-2026-00703,Solar,25858.08,0.0527,155.85,240,0.0284
ENP-2026-00704,Solar,24977.18,0.0606,170.11,240,0.0292
ENP-2026-00705,Solar,27773.92,0.0537,192.75,240,0.0174
ENP-2026-00706,Heat Pump,39563.04,0.063,216.69,240,0.0585
ENP-2026-00707,Solar,27771.15,0.0562,194.01,240,0.0342
ENP-2026-00708,Heat Pump,37306.05,0.0682,305.82,240,0.0292
ENP-2026-00709,Solar,26232.79,0.0577,177.11,240,0.0215
ENP-2026-00710,Solar,24806.78,0.0571,187.35,240,0.0253
ENP-2026-00711,Heat Pump,35394.65,0.0654,245.07,240,0.0143
ENP-2026-00712,Solar,25509.97,0.064,185.22,240,0.0357
ENP-2026-00713,Solar,21845.54,0.0627,176.04,240,0.0215
ENP-2026-00714,Solar,25792.93,0.0628,180.83,240,0.017
ENP-2026-00715,Solar,27217.35,0.0563,163.27,240,0.0173
ENP-2026-00716,Heat Pump,31157.07,0.061,272.66,240,0.0181
ENP-2026-00717,Heat Pump,31000.35,0.069,261.44,240,0.04
ENP-2026-00718,Heat Pump,27092.48,0.0614,270.04,240,0.035
ENP-2026-00719,Solar,24574.28,0.0579,188.07,240,0.028
ENP-2026-00720,Solar,28963.2,0.0667,190.49,240,0.005
ENP-2026-00721,Heat Pump,34445.37,0.0658,232.15,240,0.0445
ENP-2026-00722,Solar,24820.51,0.0643,179.52,240,0.0272
ENP-2026-00723,Solar,24143.71,0.0609,155.05,240,0.0961
ENP-2026-00724,Solar,24786.19,0.0623,169.38,240,0.0149
ENP-2026-00725,Solar,24461.92,0.0621,209.87,240,0.06
ENP-2026-00726,Heat Pump,37232.47,0.0678,245.41,240,0.0383
ENP-2026-00727,Solar,25637.65,0.0589,179.01,240,0.0286
ENP-2026-00728,Heat Pump,32313.63,0.0664,267.39,240,0.0278
ENP-2026-00729,Solar,20931.29,0.0563,184.66,240,0.0521
ENP-2026-00730,Solar,24835.94,0.0617,180.11,240,0.0733
ENP-2026-00731,Solar,23732.72,0.0477,163.12,240,0.0394
ENP-2026-00732,Heat Pump,32431.71,0.0643,250.52,240,0.0589
ENP-2026-00733,Solar,26453.74,0.0668,191.62,240,0.0126
ENP-2026-00734,Solar,27464.82,0.0607,172.73,240,0.0138
ENP-2026-00735,Solar,22799.72,0.0609,188.36,240,0.0073
ENP-2026-00736,Heat Pump,33832.08,0.0654,270.57,240,0.0189
ENP-2026-00737,Solar,22665.58,0.058,193.5,240,0.0072
ENP-2026-00738,Heat Pump,38598.77,0.0593,227.36,240,0.0471
ENP-2026-00739,Solar,21376.72,0.0544,170.87,240,0.0207
ENP-2026-00740,Solar,25463.44,0.057,184.37,240,0.0284
ENP-2026-00741,Solar,25394.75,0.0586,183.48,240,0.0219
ENP-2026-00742,Solar,20851.44,0.0621,192.65,240,0.0457
ENP-2026-00743,Solar,22946.58,0.0589,182.03,240,0.0198
ENP-2026-00744,Solar,26165.46,0.0586,170.41,240,0.0467
ENP-2026-00745,Solar,24303.07,0.063,179.37,240,0.0224
ENP-2026-00746,Heat Pump,30253.44,0.0709,270.18,240,0.0074
ENP-2026-00747,Solar,24871.38,0.0519,189.73,240,0.0212
ENP-2026-00748,Solar,29854.75,0.0566,185.3,240,0.0265
ENP-2026-00749,Heat Pump,32503.79,0.0607,237.29,240,0.0398
ENP-2026-00750,Solar,25210.88,0.0609,175.15,240,0.0598
ENP-2026-00751,Solar,23749.79,0.0565,189.98,240,0.0425
ENP-2026-00752,Heat Pump,36271.86,0.0646,289.57,240,0.0473
ENP-2026-00753,Solar,26664.18,0.0589,207.37,240,0.0072
ENP-2026-00754,Solar,21806.7,0.0617,193.21,240,0.0287
ENP-2026-00755,Solar,22457.43,0.0632,197.34,240,0.0079
ENP-2026-00756,Heat Pump,33241.39,0.0661,282.31,240,0.0149
ENP-2026-00757,Solar,26581.37,0.0566,181.61,240,0.017
ENP-2026-00758,Solar,24934.45,0.0542,187.96,240,0.0106
ENP-2026-00759,Heat Pump,29292.12,0.0697,250.99,240,0.0185
ENP-2026-00760,Heat Pump,29077.98,0.0604,265.67,240,0.0354
ENP-2026-00761,Solar,23160.2,0.0485,168.2,240,0.0205
ENP-2026-00762,Solar,26582.97,0.0656,157.38,240,0.0251
ENP-2026-00763,Solar,27150.21,0.0682,165.38,240,0.0455
ENP-2026-00764,Solar,25389.3,0.0599,188.02,240,0.0214
ENP-2026-00765,Solar,26708.74,0.0545,184.83,240,0.0049
ENP-2026-00766,Solar,27377.0,0.0652,202.05,240,0.0056
ENP-2026-00767,Heat Pump,33684.43,0.0732,272.5,240,0.0278
ENP-2026-00768,Heat Pump,31795.81,0.0635,283.82,240,0.0059
ENP-2026-00769,Solar,27300.27,0.0619,192.5,240,0.0415
ENP-2026-00770,Heat Pump,31876.12,0.0602,250.71,240,0.0248
ENP-2026-00771,Solar,25920.4,0.0676,180.72,240,0.0626
ENP-2026-00772,Heat Pump,34271.41,0.066,233.27,240,0.0068
ENP-2026-00773,Solar,28885.15,0.0653,199.72,240,0.0121
ENP-2026-00774,Solar,29334.72,0.0635,147.95,240,0.0433
ENP-2026-00775,Heat Pump,37455.65,0.0637,257.37,240,0.0224
ENP-2026-00776,Solar,24923.52,0.0626,175.43,240,0.1159
ENP-2026-00777,Solar,25965.7,0.0567,217.09,240,0.0239
ENP-2026-00778,Solar,24563.76,0.0549,187.33,240,0.045
ENP-2026-00779,Solar,27432.33,0.0533,174.42,240,0.0238
ENP-2026-00780,Solar,30601.75,0.0605,161.44,240,0.0307
ENP-2026-00781,Solar,25504.43,0.0631,153.36,240,0.0272
ENP-2026-00782,Solar,24708.1,0.0578,190.13,240,0.0252
